,attraction_names,address,category,rating,num_reviews,suggested_duration(hr),main_category,sub_cat1,sub_cat2
943,Willow's Wax Bar,"2139 Hastings St E, Vancouver, British Columbia V5L 1V2 Canada",['Spas'],,0,,Spas,,
944,Kits Spa,"1502 West 2nd Avenue, Vancouver, British Columbia V6J 1H2 Canada",['Spas'],,0,,Spas,,
945,Ruby Nails,"3450 Broadway W, Vancouver, British Columbia V6R 2B3 Canada",['Spas'],,0,,Spas,,
946,Euro Charm Skincare & Body Clinic,"3401 Hastings St E, Vancouver, British Columbia V5K 2A5 Canada",['Spas'],,0,,Spas,,
947,Olga's Urban Spa,"1854 West 1st Avenue Unit 2, Vancouver, British Columbia V6J 1G5 Canada",['Spas'],,0,,Spas,,
948,Little Spa,"1353 Hornby St Unit 3, Vancouver, British Columbia V6Z 1W7 Canada",['Spas'],,0,,Spas,,
949,Vernissage Salon Spa,"1496 72nd Ave W Suite 9, Vancouver, British Columbia V6P 3C8 Canada",['Spas'],,0,,Spas,,
950,Mila's Skin Care & Cosmetics,"2233 Burrard Street Unit 212, Vancouver, British Columbia V6J 3H9 Canada",['Spas'],,0,,Spas,,
951,Energy Reconnection,"3261 Heather St, Vancouver, British Columbia V5Z 3K4 Canada",['Spas'],,0,,Spas,,
952,Clinica Holistica,"2760 Broadway W Unit 210, Vancouver, British Columbia V6K 4M2 Canada",['Spas'],,0,,Spas,,
953,Mainland Massage Therapy,"1082 Mainland St, Vancouver, British Columbia V6B 2T4 Canada",['Spas'],,0,,Spas,,
954,Dona Lucia Esthetics Salon,"2813 Broadway W, Vancouver, British Columbia V6K 2G6 Canada",['Spas'],,0,,Spas,,
955,Reach Massage,"3171 Broadway W, Vancouver, British Columbia V6K 2H2 Canada",['Spas'],,0,,Spas,,
956,Feet Fun,"2800 East 1st Avenue Unit 208, Hastings-Sunrise, Vancouver, British Columbia V5M 4N9 Canada",['Spas'],,0,,Spas,,
957,Bare Wax Bar,"2065 4th Ave W Unit 101, Vancouver, British Columbia V6J 1N3 Canada",['Spas'],,0,,Spas,,
958,Bare Wax Bar,"1828 1st Ave W, Vancouver, British Columbia V6J 1G5 Canada",['Spas'],,0,,Spas,,
959,Montales Day Spa,"4530 Victoria Dr, Vancouver, British Columbia V5N 4N8 Canada",['Spas'],,0,,Spas,,
960,Bombay Brow Bar,"1056 Mainland St Yaletown & False Creek North, Vancouver, British Columbia V6B 2T4 Canada",['Spas'],,0,,Spas,,
961,Bombay Brow Bar,"2206 4th Ave W, Vancouver, British Columbia V6K 1N8 Canada",['Spas'],,0,,Spas,,
962,Mysekai Hair,"1253 Pacific Blvd Yaletown & False Creek North, Vancouver, British Columbia V6Z 2R6 Canada",['Spas'],,0,,Spas,,
963,Calvert Island Conservancy,,"['Islands ', ' Nature & Wildlife Areas ', ' Forests']",,0,,Islands , Nature & Wildlife Areas , Forests
964,Suki's Salon & Spa,"1805 1st Ave W, Vancouver, British Columbia V6J 5B8 Canada",['Spas'],,0,,Spas,,
965,Raincoast Therapeutic,"1049 Cambie St Yaletown & False Creek North, Vancouver, British Columbia V6B 5L7 Canada",['Spas'],,0,,Spas,,
966,Sole Spa,"3086 Cambie St, Vancouver, British Columbia V5Z 2V9 Canada",['Spas'],,0,,Spas,,
967,The Ten Spot,"1006 Mainland St Yaletown & False Creek North, Vancouver, British Columbia V6B 2T4 Canada",['Spas'],,0,,Spas,,
968,Unravelled Adventures,,['Scavenger Hunts'],,0,2,Scavenger Hunts,,
969,Bentall Centre Athletic Club,"1055 Dunsmuir Street Unit 409, Vancouver, British Columbia V7X 1L3 Canada",['Health Clubs'],,0,2,Health Clubs,,
970,C'est La Vie Boutique,"3247 Main St, Vancouver, British Columbia V5V 3M6 Canada",['Shopping Malls'],,0,,Shopping Malls,,
971,Shifeon,,['Shopping Malls'],,0,2,Shopping Malls,,
972,Cyklus Vancouver,"889 Expo Blvd, Vancouver, British Columbia V6B 1C4 Canada",['Health Clubs'],,0,,Health Clubs,,
973,VR Funtastic World,"1496 Cartwright St, Vancouver, British Columbia V6H 3Y5 Canada",['Game & Entertainment Centres'],,0,,Game & Entertainment Centres,,
974,Vie Derma Clinic,"1150 Hastings St W, Vancouver, British Columbia V6E 4R5 Canada",['Spas'],,0,,Spas,,
975,Life Luxe Spa,"1055 West Georgia Street Suite 102, Vancouver, British Columbia V6E 0B6 Canada",['Spas'],,0,,Spas,,
976,Skn Holistic Rejuvenation Clinic Inc,"1152 Mainland St Suite 150, Vancouver, British Columbia V6B 4X2 Canada",['Spas'],,0,,Spas,,
977,Vcc Salon & Spa,"250 Pender St W, Vancouver, British Columbia V6B 1S9 Canada",['Spas'],,0,,Spas,,
978,The Skin Lab,"119 Pender St W Suite 414, Vancouver, British Columbia V6B 1S5 Canada",['Spas'],,0,,Spas,,
979,The Pxssy Shop,"424 Homer St, Vancouver, British Columbia V6B 2V5 Canada",['Spas'],,0,,Spas,,
980,Black2Blond Spa & Salon,"3575 4th Ave W, Vancouver, British Columbia V6R 1N9 Canada",['Spas'],,0,,Spas,,
981,Pomegranate Spa,"2960 4th Ave W, Vancouver, British Columbia V6K 1R4 Canada",['Spas'],,0,,Spas,,
982,Amethyst Skincare,"3407 Broadway W, Vancouver, British Columbia V6R 2B4 Canada",['Spas'],,0,,Spas,,
983,2nd Look Spa,"5780 Cambie St Unit 370, Vancouver, British Columbia V5Z 3A7 Canada",['Spas'],,0,,Spas,,
984,Touch of Joy,"497 6th Ave W, Vancouver, British Columbia V5Y 1L3 Canada",['Spas'],,0,,Spas,,
985,Muse Salon,"3020 Cambie St, Vancouver, British Columbia V5Z 2V9 Canada",['Spas'],,0,,Spas,,
986,Crafty Nail Bar,"111 Broadway W Suite 5, Vancouver, British Columbia V5Y 1P4 Canada",['Spas'],,0,,Spas,,
987,Forever Young Beauty & Body Care Centre,"3344 Cambie St, Vancouver, British Columbia V5Z 2W5 Canada",['Spas'],,0,,Spas,,
988,Connie's Skin Care and Wax Bar,"3739 10th Ave W, Vancouver, British Columbia V6R 2G5 Canada",['Spas'],,0,,Spas,,
989,pHresh Spa + Wellness Club,"1160 Davie St Sandman Suites Hotel, 3rd Floor, Vancouver, British Columbia V6E 1N1 Canada",['Spas'],,0,,Spas,,
990,Pelle Derma Touch,"939 Davie St, Vancouver, British Columbia V6Z 1B9 Canada",['Spas'],,0,,Spas,,
991,Carewell Skin,"5740 Cambie Road Suite 350, Vancouver, British Columbia V5Z 3A6 Canada",['Spas'],,0,,Spas,,
992,Everest Therapeutics Inc,"535 Hornby St Unit 440, Vancouver, British Columbia V6C 2E8 Canada",['Spas'],,0,,Spas,,
993,Beauty Time Hair Salon & Spa,"7739 Champlain Cres, Vancouver, British Columbia V5S 4J6 Canada",['Spas'],,0,,Spas,,
994,Brian Scott Fine Arts,"2227 Granville St, Vancouver, British Columbia V6H 3G1 Canada",['Art Galleries'],,0,,Art Galleries,,
995,Reformotiv Physio + Pilates,"128 Keefer St, Vancouver, British Columbia V6A 1X4 Canada",['Spas'],,0,2,Spas,,
996,Gallery Jones,"258 1st Ave E #1, Vancouver, British Columbia V5T 1A6 Canada",['Art Galleries'],,0,,Art Galleries,,
997,CanTrip,,['Taxis & Shuttles'],,0,,Taxis & Shuttles,,
998,Reform Pilates,"332 Water St Unit 120, Vancouver, British Columbia V6B 1B6 Canada",['Yoga & Pilates'],,0,,Yoga & Pilates,,
999,De Beers Diamonds Jewelers,"1088 Alberni St, Vancouver, British Columbia V6E 1A3 Canada",['Speciality & Gift Shops'],,0,,Speciality & Gift Shops,,
1000,Canvas Method,"2061 Yukon St, Vancouver, British Columbia V5Y 3W3 Canada",['Lessons & Workshops'],,0,3,Lessons & Workshops,,
1001,Granville Island Galleries,"1808 Boat Lift Lane, Vancouver, British Columbia V6H 3Y2 Canada",['Art Galleries'],,0,2,Art Galleries,,
1002,MakerLabs,"780 Cordova St E, Vancouver, British Columbia V6A 1M3 Canada",['Lessons & Workshops'],,0,3,Lessons & Workshops,,
1003,Roaster Central at Espressotec,"1015 Clark Dr, Vancouver, British Columbia V5L 3K1 Canada",['Cooking Classes'],,0,,Cooking Classes,,
1004,Alex Topal,,['Taxis & Shuttles'],,0,,Taxis & Shuttles,,
1005,The Regional Assembly of Text,"3934 Main St, Vancouver, British Columbia V5V 3P2 Canada",['Speciality & Gift Shops'],,0,,Speciality & Gift Shops,,
1006,Granville Gifts,"752 Granville St, Vancouver, British Columbia V6Z 1E4 Canada",['Speciality & Gift Shops'],,0,,Speciality & Gift Shops,,
1007,Taraxca Jewellery,"1518 Duranleau St Granville Island, Vancouver, British Columbia V6H 3S4 Canada",['Speciality & Gift Shops'],,0,,Speciality & Gift Shops,,
1008,Star Coach,"328 Industrial Ave, Vancouver, British Columbia V6A 2P3 Canada",['Taxis & Shuttles'],,0,,Taxis & Shuttles,,
1009,Angel Vancouver,"2 Powell St, Vancouver, British Columbia V6A 1E7 Canada",['Speciality & Gift Shops'],,0,,Speciality & Gift Shops,,
1010,Vanluxurylimo,"1657 EAST 22ND AVE VANCOUVER, Vancouver, British Columbia V5N 2P3 Canada",['Taxis & Shuttles'],,0,,Taxis & Shuttles,,
1011,Reliable Bus,"512 Sharpe St, Vancouver, British Columbia V3M 4R2 Canada",['Taxis & Shuttles'],,0,,Taxis & Shuttles,,
1012,Devil May Wear,"198 21st Ave E, Vancouver, British Columbia V5V 1P8 Canada",['Speciality & Gift Shops'],,0,,Speciality & Gift Shops,,
1013,House of Knives,"2655 Granville St South Granville, Vancouver, British Columbia V6H 3H2 Canada",['Speciality & Gift Shops'],,0,,Speciality & Gift Shops,,
1014,La Jolie Madame,"849 Hornby St, Vancouver, British Columbia V6Z 1T9 Canada",['Speciality & Gift Shops'],,0,,Speciality & Gift Shops,,
1015,Winter Solstice Lantern Festival,,"['Cultural Events ', ' Music Festivals ', ' Food & Drink Festivals']",,0,,Cultural Events , Music Festivals , Food & Drink Festivals
1016,Elissa Cristall Galleries Ltd.,"2239 Granville St, Vancouver, British Columbia V6H 3G1 Canada",['Art Galleries'],,0,,Art Galleries,,
1017,Residential School History and Dialogue Centre,"1985 Learners Walk, Vancouver, British Columbia V6T 1Z1 Canada","['Speciality Museums ', ' Art Museums']",,0,,Speciality Museums , Art Museums,
1018,Sri Ganesh Temple Society of British Columbia,"3525 Fraser St, Vancouver, British Columbia V5V 4C5 Canada",['Religious Sites'],,0,,Religious Sites,,
1019,Story Institute Acting School,"320 - 640 W Broadway, https://www.storynstitute.ca https://www.storynstitute.ca, Vancouver, British Columbia V5Z 1G4 Canada",['Paint & Pottery Studios'],,0,,Paint & Pottery Studios,,
1020,Ming Wo,"23 Pender St E, Vancouver, British Columbia V6A 1S9 Canada",['Speciality & Gift Shops'],,0,,Speciality & Gift Shops,,
1021,The Amazing Hunt,,['Scavenger Hunts'],,0,3,Scavenger Hunts,,
1022,Shangri-la Travel Service Inc,"750 Pacific Blvd, Vancouver, British Columbia V6B 5E7 Canada",['Equipment Hire'],,0,,Equipment Hire,,
1023,Acupoint Wellness Centre,"808 Nelson St #618, Vancouver, British Columbia V6Z 2H2 Canada",['Spas'],,0,2,Spas,,
1024,LIT Photo Booth,,['Paint & Pottery Studios'],,0,,Paint & Pottery Studios,,
1025,Golf Mexico Tee Times,"970 Burrard St Unit 128, Vancouver, British Columbia V6Z 2R4 Canada","['Taxis & Shuttles ', ' Equipment Hire ', ' Golf Courses']",,0,,Taxis & Shuttles , Equipment Hire , Golf Courses
1026,Caribbean Tee Times,"970 Burrard St Unit 128, Vancouver, British Columbia V6Z 2R4 Canada","['Taxis & Shuttles ', ' Equipment Hire ', ' Golf Courses']",,0,,Taxis & Shuttles , Equipment Hire , Golf Courses
1027,Royal Vape Kitsilano,"1808 Broadway W Corner Of Burrard & W Broadway, Vancouver, British Columbia V6J 1Y9 Canada",['Speciality & Gift Shops'],,0,,Speciality & Gift Shops,,
1028,Mystery Towns Vancouver,"305 Water St, Vancouver, British Columbia V6B 1B8 Canada","['Escape Games ', ' Scavenger Hunts']",,0,,Escape Games , Scavenger Hunts,
1029,Bones Pet Stores,"181 Smithe St, Vancouver, British Columbia V6B 4Z8 Canada",['Escape Games'],,0,,Escape Games,,
1030,Mat Holmstrom Studio & Showroom,"1701 Powell St Studio #304, Vancouver, British Columbia V5L 5C9 Canada",['Art Galleries'],,0,,Art Galleries,,
1031,HiFi Centre,"433 Carrall St, Vancouver, British Columbia V6B 6E3 Canada",['Speciality & Gift Shops'],,0,,Speciality & Gift Shops,,
1032,Wander Emporium,"1146 Commercial Dr, Vancouver, British Columbia V5L 3X2 Canada",['Speciality & Gift Shops'],,0,,Speciality & Gift Shops,,
1033,The Ballet Lounge,"1340 Granville St, Vancouver, British Columbia V6Z 1M7 Canada",['Lessons & Workshops'],,0,,Lessons & Workshops,,
1034,Taxi2Airport Vancouver,"Weteringschans 28, Vancouver, British Columbia 1017 SG Canada",['Taxis & Shuttles'],,0,,Taxis & Shuttles,,
1035,Heartspace Massage and Healing Arts,"825 Granville St Suite 609, Vancouver, British Columbia V6Z 1K7 Canada",['Spas'],,0,2,Spas,,
1036,"Vancouver Orthotics for Flat Feet, Foot Pain, Bunions, Plantar Fasciitis",,['Sports Camps & Clinics'],,0,,Sports Camps & Clinics,,
1037,A Stylish Arrival,"4155 Beaufort Pl, Vancouver, British Columbia V7G 2N6 Canada",['Taxis & Shuttles'],,0,,Taxis & Shuttles,,
1038,Sams Original Art,"1736 2nd Ave W, Vancouver, British Columbia V6J 1H6 Canada",['Art Galleries'],,0,,Art Galleries,,
